네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 10대

"날짜","도서"
"2021-07-09",27
"2021-07-10",28
"2021-07-11",33
"2021-07-12",36
"2021-07-13",32
"2021-07-14",32
"2021-07-15",31
"2021-07-16",30
"2021-07-17",30
"2021-07-18",33
"2021-07-19",35
"2021-07-20",34
"2021-07-21",31
"2021-07-22",28
"2021-07-23",25
"2021-07-24",24
"2021-07-25",24
"2021-07-26",26
"2021-07-27",24
"2021-07-28",24
"2021-07-29",24
"2021-07-30",23
"2021-07-31",22
"2021-08-01",23
"2021-08-02",25
"2021-08-03",27
"2021-08-04",28
"2021-08-05",28
"2021-08-06",26
"2021-08-07",24
"2021-08-08",26
"2021-08-09",32
"2021-08-10",27
"2021-08-11",25
"2021-08-12",27
"2021-08-13",25
"2021-08-14",24
"2021-08-15",24
"2021-08-16",30
"2021-08-17",36
"2021-08-18",34
"2021-08-19",34
"2021-08-20",30
"2021-08-21",28
"2021-08-22",33
"2021-08-23",35
"2021-08-24",35
"2021-08-25",37
"2021-08-26",33
"2021-08-27",30
"2021-08-28",30
"2021-08-29",33
"2021-08-30",33
"2021-08-31",33
"2021-09-01",39
"2021-09-02",41
"2021-09-03",36
"2021-09-04",36
"2021-09-05",40
"2021-09-06",37
"2021-09-07",35
"2021-09-08",33
"2021-09-09",29
"2021-09-10",27
"2021-09-11",31
"2021-09-12",36
"2021-09-13",31
"2021-09-14",28
"2021-09-15",31
"2021-09-16",27
"2021-09-17",23
"2021-09-18",26
"2021-09-19",24
"2021-09-20",21
"2021-09-21",22
"2021-09-22",29
"2021-09-23",30
"2021-09-24",26
"2021-09-25",30
"2021-09-26",33
"2021-09-27",31
"2021-09-28",28
"2021-09-29",33
"2021-09-30",28
"2021-10-01",26
"2021-10-02",28
"2021-10-03",29
"2021-10-04",32
"2021-10-05",27
"2021-10-06",30
"2021-10-07",30
"2021-10-08",25
"2021-10-09",24
"2021-10-10",28
"2021-10-11",28
"2021-10-12",28
"2021-10-13",30
"2021-10-14",32
"2021-10-15",27
"2021-10-16",25
"2021-10-17",27
"2021-10-18",28
"2021-10-19",26
"2021-10-20",25
"2021-10-21",26
"2021-10-22",23
"2021-10-23",24
"2021-10-24",28
"2021-10-25",28
"2021-10-26",28
"2021-10-27",28
"2021-10-28",26
"2021-10-29",24
"2021-10-30",26
"2021-10-31",31
"2021-11-01",33
"2021-11-02",31
"2021-11-03",32
"2021-11-04",32
"2021-11-05",27
"2021-11-06",30
"2021-11-07",34
"2021-11-08",34
"2021-11-09",31
"2021-11-10",28
"2021-11-11",29
"2021-11-12",25
"2021-11-13",25
"2021-11-14",28
"2021-11-15",28
"2021-11-16",26
"2021-11-17",25
"2021-11-18",27
"2021-11-19",31
"2021-11-20",30
"2021-11-21",36
"2021-11-22",32
"2021-11-23",30
"2021-11-24",30
"2021-11-25",30
"2021-11-26",28
"2021-11-27",32
"2021-11-28",34
"2021-11-29",33
"2021-11-30",30
"2021-12-01",31
"2021-12-02",31
"2021-12-03",29
"2021-12-04",31
"2021-12-05",35
"2021-12-06",33
"2021-12-07",32
"2021-12-08",33
"2021-12-09",34
"2021-12-10",32
"2021-12-11",35
"2021-12-12",41
"2021-12-13",39
"2021-12-14",38
"2021-12-15",38
"2021-12-16",40
"2021-12-17",36
"2021-12-18",42
"2021-12-19",46
"2021-12-20",48
"2021-12-21",47
"2021-12-22",49
"2021-12-23",44
"2021-12-24",36
"2021-12-25",35
"2021-12-26",49
"2021-12-27",56
"2021-12-28",52
"2021-12-29",55
"2021-12-30",53
"2021-12-31",49
"2022-01-01",50
"2022-01-02",62
"2022-01-03",69
"2022-01-04",65
"2022-01-05",62
"2022-01-06",58
"2022-01-07",53
"2022-01-08",48
"2022-01-09",52
"2022-01-10",56
"2022-01-11",52
"2022-01-12",52
"2022-01-13",49
"2022-01-14",43
"2022-01-15",39
"2022-01-16",40
"2022-01-17",47
"2022-01-18",43
"2022-01-19",45
"2022-01-20",61
"2022-01-21",52
"2022-01-22",42
"2022-01-23",42
"2022-01-24",49
"2022-01-25",44
"2022-01-26",45
"2022-01-27",43
"2022-01-28",39
"2022-01-29",33
"2022-01-30",31
"2022-01-31",26
"2022-02-01",30
"2022-02-02",40
"2022-02-03",51
"2022-02-04",49
"2022-02-05",44
"2022-02-06",43
"2022-02-07",48
"2022-02-08",45
"2022-02-09",42
"2022-02-10",41
"2022-02-11",38
"2022-02-12",37
"2022-02-13",37
"2022-02-14",42
"2022-02-15",43
"2022-02-16",42
"2022-02-17",42
"2022-02-18",40
"2022-02-19",40
"2022-02-20",41
"2022-02-21",47
"2022-02-22",46
"2022-02-23",49
"2022-02-24",52
"2022-02-25",49
"2022-02-26",45
"2022-02-27",46
"2022-02-28",49
"2022-03-01",50
"2022-03-02",77
"2022-03-03",100
"2022-03-04",81
"2022-03-05",82
"2022-03-06",78
"2022-03-07",71
"2022-03-08",54
"2022-03-09",63
"2022-03-10",53
"2022-03-11",47
"2022-03-12",51
"2022-03-13",56
"2022-03-14",50
"2022-03-15",49
"2022-03-16",48
"2022-03-17",45
"2022-03-18",42
"2022-03-19",53
"2022-03-20",57
"2022-03-21",48
"2022-03-22",47
"2022-03-23",46
"2022-03-24",39
"2022-03-25",45
"2022-03-26",59
"2022-03-27",62
"2022-03-28",54
"2022-03-29",50
"2022-03-30",51
"2022-03-31",45
"2022-04-01",41
"2022-04-02",59
"2022-04-03",61
"2022-04-04",49
"2022-04-05",46
"2022-04-06",47
"2022-04-07",43
"2022-04-08",39
"2022-04-09",51
"2022-04-10",54
"2022-04-11",43
"2022-04-12",38
"2022-04-13",38
"2022-04-14",37
"2022-04-15",34
"2022-04-16",43
"2022-04-17",43
"2022-04-18",36
"2022-04-19",33
"2022-04-20",34
"2022-04-21",32
"2022-04-22",30
"2022-04-23",33
"2022-04-24",32
"2022-04-25",29
"2022-04-26",26
"2022-04-27",27
"2022-04-28",24
"2022-04-29",22
"2022-04-30",30
"2022-05-01",32
"2022-05-02",30
"2022-05-03",27
"2022-05-04",24
"2022-05-05",25
"2022-05-06",24
"2022-05-07",24
"2022-05-08",29
"2022-05-09",31
"2022-05-10",28
"2022-05-11",28
"2022-05-12",23
"2022-05-13",19
"2022-05-14",26
"2022-05-15",29
"2022-05-16",27
"2022-05-17",25
"2022-05-18",24
"2022-05-19",23
"2022-05-20",21
"2022-05-21",27
"2022-05-22",32
"2022-05-23",27
"2022-05-24",25
"2022-05-25",24
"2022-05-26",23
"2022-05-27",22
"2022-05-28",28
"2022-05-29",34
"2022-05-30",29
"2022-05-31",23
"2022-06-01",34
"2022-06-02",28
"2022-06-03",25
"2022-06-04",30
"2022-06-05",31
"2022-06-06",34
"2022-06-07",30
"2022-06-08",28
"2022-06-09",23
"2022-06-10",27
"2022-06-11",32
"2022-06-12",35
"2022-06-13",31
"2022-06-14",28
"2022-06-15",28
"2022-06-16",27
"2022-06-17",25
"2022-06-18",27
"2022-06-19",31
"2022-06-20",28
"2022-06-21",24
"2022-06-22",24
"2022-06-23",22
"2022-06-24",21
"2022-06-25",23
"2022-06-26",26
"2022-06-27",23
"2022-06-28",22
"2022-06-29",22
"2022-06-30",23
"2022-07-01",22
"2022-07-02",27
"2022-07-03",29
"2022-07-04",32
"2022-07-05",37
"2022-07-06",39
"2022-07-07",38
"2022-07-08",17
"2022-07-09",4
